"id","restriction_import","document_import","id_importfee_id","document_import_en","restriction_import_en"
"1641","شريطة ألا تحتوي على ألواح الزجاجات من السماكات/2-22/ ملم والقياسات العرض من / 1-3.66/ م والطول حتى /6/ م لمادة الزجاج الأبيض فقط- والم","مستودع أومحل + 2 عامل","70052100","Warehouse or shop + 2 workers","Provided that it does not contain glass panels of thickness 2-22 mm, width measurements from 1-3.66 m, and length up to 6 m for white glass material only."
"1642","شريطة ألا تحتوي على ألواح الزجاجات من السماكات/2-22/ ملم والقياسات العرض من / 1-3.66/ م والطول حتى /6/ م ","مستودع أومحل + 2 عامل","70052900","Warehouse or shop + 2 workers","Provided that it does not contain glass panels of thickness 2-22 mm, width measurements from 1-3.66 m, and length up to 6 m."
"1643",,"مستودع أومحل + 2 عامل","70053000","Warehouse or shop + 2 workers",
"1644","لمنشاة صناعية قائمة وتعمل فقط وبموجب كتاب مخصصات","مستودع أومحل + 2 عامل + منشأة صناعية","70071110","Warehouse or shop + 2 workers + industrial facility","For an existing industrial facility operating only under an allocation letter"
"1645","شريطة أن يكون الوصف التجاري:  زجاج السيارات حصراً","مستودع أومحل + 2 عامل","70071190","Warehouse or shop + 2 workers","Provided that the commercial description is: automotive glass exclusively"
"1646","شريطة أن يكون الوصف التجاري زجاج سيارات حصراً","مستودع أومحل + 2 عامل","70071900","Warehouse or shop + 2 workers","Provided that the commercial description is exclusively for automobile glass"
"1647",,"مستودع أومحل + 2 عامل","70072190","Warehouse or shop + 2 workers",
"1648","شريطة أن يكون الوصف التجاري:  زجاج السيارات حصراً","مستودع أومحل + 2 عامل","70072900","Warehouse or shop + 2 workers","Provided that the commercial description is: automotive glass exclusively"
"1649",,"مستودع أومحل + 2 عامل","70080000","Warehouse or shop + 2 workers",
"1650","لمنشاة صناعية قائمة وتعمل فقط وبموجب كتاب مخصصات","مستودع أومحل + 2 عامل + منشأة صناعية","70091010","Warehouse or shop + 2 workers + industrial facility","For an existing industrial facility operating only under an allocation letter"
"1651",,"مستودع أومحل + 2 عامل","70091090","Warehouse or shop + 2 workers",
"1652",,"مستودع أومحل + 2 عامل","70101000","Warehouse or shop + 2 workers",
"1653",,"مستودع أومحل + 2 عامل","70102000","Warehouse or shop + 2 workers",
"1654","شريطة أن لا تحتوي على أغطية وسدادات","مستودع أومحل + 2 عامل","70109000","Warehouse or shop + 2 workers","Provided that it does not contain caps and stoppers"
"1655",,"مستودع أومحل + 2 عامل","70119000","Warehouse or shop + 2 workers",
"1656","حصراً من الأنواع المستعملة للمائدة أو المطبخ حصراً","مستودع أومحل + 2 عامل","70132800","Warehouse or shop + 2 workers","Exclusively of the types used exclusively for the table or kitchen"
"1657","حصراً من الأنواع المستعملة للمائدة أو المطبخ حصراً","مستودع أومحل + 2 عامل","70133700","Warehouse or shop + 2 workers","Exclusively of the types used exclusively for the table or kitchen"
"1658","حصراً من الأنواع المستعملة للمائدة أو المطبخ حصراً","مستودع أومحل + 2 عامل","70134200","Warehouse or shop + 2 workers","Exclusively of the types used exclusively for the table or kitchen"
"1659","حصراً من الأنواع المستعملة للمائدة أو المطبخ حصراً","مستودع أومحل + 2 عامل","70134900","Warehouse or shop + 2 workers","Exclusively of the types used exclusively for the table or kitchen"
"1660","شريطة أن يكون الوصف التجاري: """"ببرونات أطفال حصراً من هذا البند""""","مستودع أومحل + 2 عامل","70139900","Warehouse or shop + 2 workers","Provided that the trade description is: “baby bottles exclusively from this item.”"
"1661",,"مستودع أومحل + 2 عامل","70140090","Warehouse or shop + 2 workers",
"1662",,"مستودع أومحل + 2 عامل","70171000","Warehouse or shop + 2 workers",
"1663",,"مستودع أومحل + 2 عامل","70172000","Warehouse or shop + 2 workers",
"1664",,"مستودع أومحل + 2 عامل","70179000","Warehouse or shop + 2 workers",
"1665",,"مستودع أومحل + 2 عامل","70181000","Warehouse or shop + 2 workers",
"1666",,"مستودع أومحل + 2 عامل","70182000","Warehouse or shop + 2 workers",
"1667",,"مستودع أومحل + 2 عامل","70189000","Warehouse or shop + 2 workers",
"1668",,"مستودع أومحل + 2 عامل","70191100","Warehouse or shop + 2 workers",
"1669",,"مستودع أومحل + 2 عامل","70191200","Warehouse or shop + 2 workers",
"1670","شريطة أن تكون لمنشأة صناعية تعمل بصناعة القوارب واليخوت","مستودع أومحل + 2 عامل + منشأة صناعية","70191400","Warehouse or shop + 2 workers + industrial facility","Provided that it is for an industrial facility that manufactures boats and yachts"
"1671","شريطة أن تكون لمنشأة صناعية تعمل بصناعة القوارب واليخوت","مستودع أومحل + 2 عامل + منشأة صناعية","70191500","Warehouse or shop + 2 workers + industrial facility","Provided that it is for an industrial facility that manufactures boats and yachts"
"1672",,"مستودع أومحل + 2 عامل","70191900","Warehouse or shop + 2 workers",
"1673",,"مستودع أومحل + 2 عامل","70196100","Warehouse or shop + 2 workers",
"1674",,"مستودع أومحل + 2 عامل","70196200","Warehouse or shop + 2 workers",
"1675",,"مستودع أومحل + 2 عامل","70196300","Warehouse or shop + 2 workers",
"1676",,"مستودع أومحل + 2 عامل","70196400","Warehouse or shop + 2 workers",
"1677",,"مستودع أومحل + 2 عامل","70196500","Warehouse or shop + 2 workers",
"1678",,"مستودع أومحل + 2 عامل","70196600","Warehouse or shop + 2 workers",
"1679",,"مستودع أومحل + 2 عامل","70196900","Warehouse or shop + 2 workers",
"1680",,"مستودع أومحل + 2 عامل","70197100","Warehouse or shop + 2 workers",
"1681",,"مستودع أومحل + 2 عامل","70197200","Warehouse or shop + 2 workers",
"1682",,"مستودع أومحل + 2 عامل","70197300","Warehouse or shop + 2 workers",
"1683",,"مستودع أومحل + 2 عامل","70198000","Warehouse or shop + 2 workers",
"1684","شريطة أن يكون الوصف التجاري:  ألياف وصوف ونسج زجاجية حصراً","مستودع أومحل + 2 عامل","70199000","Warehouse or shop + 2 workers","Provided that the commercial description is: exclusively fibres, wool and glass textiles"
"1685",,"مستودع أومحل + 2 عامل","70200010","Warehouse or shop + 2 workers",
"1686",,"مستودع أومحل + 2 عامل","70200020","Warehouse or shop + 2 workers",
"1687",,"مستودع أومحل + 2 عامل","70200030","Warehouse or shop + 2 workers",
"1688","شريطة أن يكون الوصف التجاري أسلاك لحام فضة ولمنشأة صناعية قائمة وتعمل وبموجب كتاب مخصصات","مستودع أومحل + 2 عامل + منشأة صناعية","71069200","Warehouse or shop + 2 workers + industrial facility","Provided that the commercial description is for silver welding wires and for an existing and operating industrial facility under an allotment letter"
"1689",,"مستودع أومحل + 2 عامل","72021100","Warehouse or shop + 2 workers",
"1690",,"مستودع أومحل + 2 عامل","72021900","Warehouse or shop + 2 workers",
"1691",,"مستودع أومحل + 2 عامل","72022100","Warehouse or shop + 2 workers",
"1692",,"مستودع أومحل + 2 عامل","72022900","Warehouse or shop + 2 workers",
"1693",,"مستودع أومحل + 2 عامل","72023000","Warehouse or shop + 2 workers",
"1694",,"مستودع أومحل + 2 عامل","72024100","Warehouse or shop + 2 workers",
"1695",,"مستودع أومحل + 2 عامل","72024900","Warehouse or shop + 2 workers",
"1696",,"مستودع أومحل + 2 عامل","72027000","Warehouse or shop + 2 workers",
"1697",,"مستودع أومحل + 2 عامل","72029100","Warehouse or shop + 2 workers",
"1698",,"مستودع أومحل + 2 عامل","72029200","Warehouse or shop + 2 workers",
"1699",,"مستودع أومحل + 2 عامل","72029900","Warehouse or shop + 2 workers",
"1700",,"مستودع أومحل + 2 عامل","72031000","Warehouse or shop + 2 workers",
"1701",,"مستودع أومحل + 2 عامل","72041000","Warehouse or shop + 2 workers",
